countryName,continentName,regionName,subregionName
Turkey,Asia,Black Sea Turkey,Amasya
Turkey,Asia,Black Sea Turkey,Artvin
Turkey,Asia,Black Sea Turkey,Bartın
Turkey,Asia,Black Sea Turkey,Bayburt
Turkey,Asia,Black Sea Turkey,Bolu
Turkey,Asia,Black Sea Turkey,Düzce
Turkey,Asia,Black Sea Turkey,Giresun
Turkey,Asia,Black Sea Turkey,Gümüshane
Turkey,Asia,Black Sea Turkey,Karabük
Turkey,Asia,Black Sea Turkey,Kastamonu
Turkey,Asia,Black Sea Turkey,Ordu
Turkey,Asia,Black Sea Turkey,Rize
Turkey,Asia,Black Sea Turkey,Samsun
Turkey,Asia,Black Sea Turkey,Sinop
Turkey,Asia,Black Sea Turkey,Tokat
Turkey,Asia,Black Sea Turkey,Trabzon
Turkey,Asia,Black Sea Turkey,Zinguldak
Turkey,Asia,Marmara,Balikesir
Turkey,Asia,Marmara,Bilecik
Turkey,Asia,Marmara,Bursa
Turkey,Asia,Marmara,Edirne
Turkey,Asia,Marmara,Istanbul
Turkey,Asia,Marmara,Kirklareli
Turkey,Asia,Marmara,Kocaeli
Turkey,Asia,Marmara,Sakarya
Turkey,Asia,Marmara,Tekirdag
Turkey,Asia,Marmara,Yalova
Turkey,Asia,Marmara,Çanakkale
Turkey,Asia,Mediterranean Turkey,Adana
Turkey,Asia,Mediterranean Turkey,Antalya
Turkey,Asia,Mediterranean Turkey,Burdur
Turkey,Asia,Mediterranean Turkey,Hatay
Turkey,Asia,Mediterranean Turkey,Isparta
Turkey,Asia,Mediterranean Turkey,K. Maras
Turkey,Asia,Mediterranean Turkey,Mersin
Turkey,Asia,Mediterranean Turkey,Osmaniye
Turkmenistan,Asia,Central Asia,
Turks and Caicos Islands,North America,Caribbean,
Tuvalu,Oceania,Polynesia,
Uganda,Africa,East Africa,
Ukraine,Europe,East Slavic,
United Arab Emirates,Asia,Middle East,
United Kingdom,Europe,England,
United Kingdom,Europe,Scotland,
United Kingdom,Europe,Wales,
United Kingdom,Europe,Northern Ireland,
United Republic of Tanzania,Africa,East Africa,
United States Minor Outlying Islands,North America,Pacific Islands,
United States of America,North America,Midwest American States,Illinois
United States of America,North America,Midwest American States,Indiana
United States of America,North America,Midwest American States,Iowa
United States of America,North America,Midwest American States,Kansas
United States of America,North America,Midwest American States,Michigan
United States of America,North America,Midwest American States,Minnesota
United States of America,North America,Midwest American States,Missouri
United States of America,North America,Midwest American States,Nebraska
United States of America,North America,Midwest American States,North Dakota
United States of America,North America,Midwest American States,Ohio
United States of America,North America,Midwest American States,South Dakota
United States of America,North America,Midwest American States,Wisconsin
United States of America,North America,Mountain American States,Arizona
United States of America,North America,Mountain American States,Colorado
United States of America,North America,Mountain American States,Idaho
United States of America,North America,Mountain American States,Montana
United States of America,North America,Mountain American States,Nevada
United States of America,North America,Mountain American States,New Mexico
United States of America,North America,Mountain American States,Utah
United States of America,North America,Mountain American States,Wyoming
United States of America,North America,Northeast American States,Connecticut
United States of America,North America,Northeast American States,Delaware
United States of America,North America,Northeast American States,Maine
United States of America,North America,Northeast American States,Maryland
United States of America,North America,Northeast American States,Massachusetts
United States of America,North America,Northeast American States,New Hampshire
United States of America,North America,Northeast American States,New Jersey
United States of America,North America,Northeast American States,New York
United States of America,North America,Northeast American States,Pennsylvania
United States of America,North America,Northeast American States,Rhode Island
United States of America,North America,Northeast American States,Vermont
United States of America,North America,Pacific American States,Alaska
United States of America,North America,Pacific American States,California
United States of America,North America,Pacific American States,Hawaii
United States of America,North America,Pacific American States,Oregon
United States of America,North America,Pacific American States,Washington
United States of America,North America,Southern American States,Alabama
United States of America,North America,Southern American States,Arkansas
United States of America,North America,Southern American States,District of Columbia
United States of America,North America,Southern American States,Florida
United States of America,North America,Southern American States,Georgia
United States of America,North America,Southern American States,Kentucky
United States of America,North America,Southern American States,Louisiana
United States of America,North America,Southern American States,Mississippi
United States of America,North America,Southern American States,North Carolina
United States of America,North America,Southern American States,Oklahoma
United States of America,North America,Southern American States,South Carolina
United States of America,North America,Southern American States,Tennessee
United States of America,North America,Southern American States,Texas
United States of America,North America,Southern American States,Virginia
United States of America,North America,Southern American States,West Virginia
United States Virgin Islands,North America,Caribbean,
Uruguay,South America,Southern Cone,
US Naval Base Guantanamo Bay,North America,Caribbean,
Uzbekistan,Asia,Central Asia,
Vanuatu,Oceania,Melanesia,
Vatican,Europe,Mediterranean,
Venezuela,South America,Caribbean,
Vietnam,Asia,Southeast Asia,
Wallis and Futuna,Oceania,Polynesia,
West Bank,Asia,Middle East,
Western Sahara,Africa,North Africa,
Yemen,Asia,Middle East,
Zambia,Africa,Southern Africa,
Zimbabwe,Africa,Southern Africa,
